,Location,Page_n,Title,Url,Date,Description,Clean_text
3045,Świat,3,"Koronawirus. KE jeszcze dziś zdecyduje, kiedy szczepionka wejdzie na rynek",https://www.tvp.info/51434814/koronawirus-szefowa-ke-ursula-von-der-leyen-wskazala-kiedy-decyzja-ws-szczepionki,21.12.2020,"Szefowa Komisji Europejskiej Ursula von der Leyen zapowiedziała, że Komisja jeszcze w poniedziałek wyda decyzję dotyczącą dopuszczenia do obrotu w Unii Europejskiej szczepionki przeciw COVID-19 wyprodukowanej przez firmy Pfizer i BioNTech.",ERROR
3048,Świat,3,Koronawirus. Europejska Agencja Leków podjęła decyzję ws. szczepionki [WIDEO],https://www.tvp.info/51433051/koronawirus-europejska-agencja-lekow-podjela-decyzje-ws-szczepionki,21.12.2020,Europejska Agencja Leków pozytywnie oceniła szczepionkę przeciwko koronawirusowi. Szczepienia mają rozpocząć się 27 grudnia.,ERROR
3051,Świat,3,Nowe informacje o brytyjskiej odmianie koronawirusa. Naukowcy zszokowani,https://www.tvp.info/51431447/koronawirus-nowa-odmiana-wiele-mutacji-wielka-brytania-naukowcy-maja-nowe-informacje-22-mutacje-jednoczesnie-tvp-info,21.12.2020,"Nowy wariant koronawirusa, który szybko rozprzestrzenia się w południowo-wschodniej Anglii, ma „niezwykle dużą liczbę mutacji” – poinformowała wirusolog Wendy Barclay w wywiadzie dla BBC. Brytyjska ekspertka nie ukrywa zaskoczenia wynikami badań i wyjaśnia, na czym polega różnica w porównaniu ze znanymi odmianami patogenu.",ERROR
3055,Świat,3,Dziś decyzja EAL ws. dopuszczenia szczepionki przeciwko COVID-19,https://www.tvp.info/51428233/europejska-agencja-lekow-ma-ocenic-szczepionki-na-covid-19-firm-pfizer-i-biontech,21.12.2020,"Europejska Agencja Leków ma dziś ocenić szczepionki przeciwko koronawirusowi wyprodukowane przez amerykańską firmę Pfizer i niemiecką spółkę BionTech. Oczekuje się, że specjalny zespół ekspertów zgodzi się na autoryzację.",ERROR
3060,Świat,4,Minister zdrowia Niemiec: Szczepionka działa na nowy szczep koronawirusa,https://www.tvp.info/51424463/zmutowany-koronawirus-minister-zdrowia-niemiec-szczepionka-dziala-na-nowy-szczep-koronawirusa,20.12.2020,"Niemiecki minister zdrowia Jens Spahn poinformował, że obecna szczepionka na COVID-19 jest skuteczna przeciwko nowej mutacji koronawirusa. Powołując się na informacje unijnych ekspertów, potwierdził, że mutacja nie ma wpływu na skuteczność wprowadzonych niedawno szczepionek przeciwko COVID-19.",ERROR
3064,Świat,4,Koronawirus zmutował. „Jest poza kontrolą”,https://www.tvp.info/51421671/zmutowany-koronawirus-brytyjski-minister-zdrowia-matt-hancock-jest-bardzo-trudny-do-kontrolowania,20.12.2020,"Brytyjski minister zdrowia Matt Hancock zasugerował, że nowe, ostrzejsze ograniczenia antyepidemiczne w Londynie i południowo-wschodniej Anglii nie zostaną szybko zdjęte. Uzasadniał to tym, że nowy wariant koronawirusa, który się pojawił, jest bardzo trudny do kontrolowania, a nawet ocenił, że jest „poza kontrolą”.",ERROR
3065,Świat,4,„Koronawirus znacznie zwiększył liczbę głodujących na świecie”,https://www.tvp.info/51420557/joachim-von-braun-koronawirus-znacznie-zwiekszyl-liczbe-glodujacych-na-swiecie,20.12.2020,"Skutki gospodarcze kryzysu koronawirusa mogą zwiększyć liczbę głodujących na świecie nawet o 160 milionów – zwrócił uwagę prezes Papieskiej Akademii Nauk Joachim von Braun w rozmowie z niemiecką agencją katolicką KNA. Podkreślił, że „ten kryzys obciąża gospodarkę i systemy ochrony zdrowia w krajach ubogich i bogatych”.",ERROR
3068,Świat,4,"„Migranci powinni zostać włączeni w kampanię szczepień przeciwko COVID-19""",https://www.tvp.info/51418232/szczepionka-na-koronawirusa-who-i-iom-migranci-powinni-zostac-wlaczeni-w-kampanie-szczepien,20.12.2020,"Szefowie Światowej Organizacji Zdrowia (WHO) Tedros Adhanom Ghebreyesus oraz Międzynarodowej Organizacji ds. Migracji (IOM) Antonio Vitorino wezwali w piątek, w Międzynarodowy Dzień Migrantów, do objęcia przybyszów kampanią szczepień przeciwko COVID-19.",ERROR
3076,Świat,4,"Turcja. Pożar w szpitalu, nie żyją chorzy na COVID-19",https://www.tvp.info/51413528/koronawirus-turcja-dziewieciu-chorych-na-covid-19-zginelo-w-pozarze-w-szpitalu,19.12.2020,"Dziewięciu pacjentów zginęło w sobotę w pożarze, który wybuchł na przeznaczonym dla chorych na COVID-19 oddziale intensywnej terapii szpitala w mieście Gaziantep na południowym wschodzie Turcji – poinformował turecki minister zdrowia Fahrettin Koca.",ERROR
3078,Świat,4,Naukowcy z RPA odkryli nową mutację koronawirusa,https://www.tvp.info/51409466/koronawirus-naukowcy-z-rpa-odkryli-nowa-mutacje-sars-cov-2,19.12.2020,"W Republice Południowej Afryki naukowcy odkryli nową mutację koronawirusa – informuje „Deutsche Welle”. Możliwe, że powoduje ona ciężki przebieg COVID-19 u młodych ludzi. To kolejny przypadek stwierdzenia mutacji Sars-Cov-2.",ERROR
3082,Świat,5,Szwajcaria zatwierdziła pierwszą szczepionkę na COVID-19,https://www.tvp.info/51407960/szwajcaria-nadzor-farmaceutyczny-zatwierdzil-pierwsza-szczepionke-na-covid-19,19.12.2020,Równolegle rząd przygotowywał się do realizacji kampanii szczepień.,ERROR
3089,Świat,5,COVID-19 zbiera żniwo w Niemczech. Zmarło kolejnych 702 pacjentów,https://www.tvp.info/51404733/koronawirus-w-niemczech-zmarlo-kolejnych-702-pacjentow,19.12.2020,"Instytut Chorób Zakaźnych im. Roberta Kocha (RKI) poinformował w sobotę rano o 31 300 nowych przypadkach koronawirusa w Niemczech, zarejestrowanych podczas ostatniej doby. Na COVID-19 zmarło kolejnych 702 pacjentów.",ERROR
3094,Świat,5,„Deutsche Welle”: Czy unijny szczyt to superroznosiciel COVID-19?,https://www.tvp.info/51395149/koronawirus-prezydent-francji-mogl-zakazic-sie-w-czasie-ubieglotygodniowego-szczytu-ue-spekuluje-deutsche-welle-co-z-innymi-uczestnikami-wielogodzinnych-rozmow-min-o-budzecie,18.12.2020,"Czy unijny szczyt to superroznosiciel COVID-19? – zastanawia się portal dw.com („Deutsche Welle”). Spekuluje także, że być może prezydent Francji zakaził się koronawirusem podczas szczytu EU w zeszłym tygodniu. – Jeśli pandemia będzie się rozwijać w dotychczasowym tempie, kierowanie Europą stanie się bardzo utrudnione, a może nawet niemożliwe. Dopiero wtedy, gdy premierzy państw unijnych, ich współpracownicy oraz wysocy urzędnicy ministerialni zostaną zaszczepieni, sytuacja powoli powróci do normy – przewiduje „DW”.",ERROR
3096,Świat,5,Koronawirus. Niemcy: brakuje miejsc w kostnicach. Zwłoki czasowo w kontenerach,https://www.tvp.info/51395799/koronawirus-w-niemczech-zwloki-zmarlych-na-covid19-czasowo-przetrzymywane-w-kontenerach,18.12.2020,"Zwłoki zmarłych na COVID-19 w Hanau pod Frankurtem muszą być czasowo przechowywane w kontenerach transportowych, jeśli nie ma dla nich miejsc w szpitalnych kostnicach – podał portal telewizji SkyNews. Niemcy mierzą się z kolejnym gwałtownym wzrostem zakażeń i od środy wprowadziły nowy lockdown.",ERROR
3097,Świat,5,Koronawirus. Zakażony premier Słowacji: Gdybym mógł ofiarować swoje życie...,https://www.tvp.info/51393930/koronawirus-slowacja-premier-igor-matovicz-zarazony,18.12.2020,"Premier Słowacji Igor Matovicz poinformował na Twitterze, że zakaził się koronawirusem. Potwierdził w ten sposób wiadomość podaną wcześniej przez słowackie media. „Statystycznie rzecz biorąc powinienem to przetrwać bez szkody, ale gdybym miał możliwość ofiarowania swego życia za życie tysięcy niewinnych ofiar, uczyniłbym to” - oznajmił Matovicz.",ERROR
3100,Świat,6,"„Nic nie czułem, dobra robota”. Wiceprezydent USA przyjął szczepionkę przeciw COVID-19 [WIDEO]",https://www.tvp.info/51392995/koronawirus-w-usa-wiceprezydent-mike-pence-przyjal-szczepionke-przeciw-covid-19,18.12.2020,"Wiceprezydent USA  Mike Pence i jego żona Karen przyjęli szczepionkę przeciwko COVID-19.To pierwsi wysocy rangą przedstawiciele Białego Domu, którzy otrzymali szczepionkę opracowaną przez Pfizer-BioNTech.",ERROR
3113,Świat,6,W USA zatwierdzono kolejną szczepionkę na COVID-19,https://www.tvp.info/51386389/usa-koronawirus-zatwierdzona-szczepionka-moderny,18.12.2020,Szczepionka firmy Moderna uzyskała pozytywną rekomendację komisji doradczej amerykańskiej federalnej Agencji Żywności i Leków. Prawdopodobnie już w piątek rząd Stanów Zjednoczonych wyda zgodę na jej dystrybucję. Pozwoli to objąć szczepieniami kolejne 3 mln Amerykanów.,ERROR
3123,Świat,7,Zaskakująca odpowiedź Putina. Zapytano go o szczepionkę na koronawirusa,https://www.tvp.info/51375439/wladimir-putin-komentuje-szczepionki-koronawirusa-i-nord-stream-2,17.12.2020,"Podczas corocznego spotkania z dziennikarzami prezydent Rosji Władimir Putin wskazał, że nie zaszczepi się jako jeden z pierwszych, bo pierwsze w kolejności są osoby starsze. – Trochę trudno uwierzyć w takie tłumaczenie – podkreśla w rozmowie z portalem tvp.info korespondent TVP w Moskwie Tomasz Jędruchów i dodaje, że szczepionkę przyjął już m.in. młodszy od lidera Rosji minister obrony Siergiej Szojgu. W czwartek z ust Putina padły też ważne słowa ws. cen gazu i Nord Stream 2.",ERROR
3127,Świat,7,"Główny epidemiolog Szwecji traci zaufanie. Król: Zawiedliśmy, to straszne",https://www.tvp.info/51373502/koronawirus-szwecja-spada-zaufanie-do-glownego-epidemiologa,17.12.2020,"W Szwecji spada zaufanie do głównego epidemiologa kraju Andersa Tegnella oraz Urzędu Zdrowia Publicznego. – Zawiedliśmy; mamy wielu zmarłych – powiedział król Karol XVI Gustaw, odnosząc się do szwedzkiej strategii walki z koronawirusem.",ERROR
3130,Świat,7,Prezydent Francji zakażony koronawirusem,https://www.tvp.info/51372305/francja-emmanuel-macron-zakazony-koronawirusem-prezydent-francji-otrzymal-pozytywny-wynik-testu,17.12.2020,"Prezydent Francji Emmanuel Macron ma pozytywny wynik testu na obecność koronawirusa – potwierdził Pałac Elizejski. Jak przekazano, głowa państwa będzie wykonywać obowiązki zdalnie.",ERROR
3134,Świat,7,Ponad 7 mln chorych na koronawirusa. Brazylia w czołówce liczby zakażonych,https://www.tvp.info/51364785/koronawirus-brazylia-w-czolowce-liczby-zakazonych-na-covid19,17.12.2020,Brazylijskie ministerstwo zdrowia poinformowało w środę o 70 574. nowych przypadkach infekcji koronawirusem co zwiększyło łączną liczbę zakażonych od początku pandemii do 7 040 608.,ERROR
3144,Świat,8,Pasterka z zakazem śpiewu i tylko na zapisy. Pandemiczne regulacje w Niemczech,https://www.tvp.info/51357742/koronawirus-boze-narodzenie-w-niemczech-do-kosciola-po-rejestracji-i-w-maseczce-spiew-jest-zabroniony,16.12.2020,"Niemieccy wierni, którzy chcieliby w Boże Narodzenie iść do kościoła, muszą wziąć pod uwagę kilka rzeczy: każdy musi się wcześniej zarejestrować, nosić maseczkę, a śpiewanie jest zabronione. Ministerstwo Spraw Wewnętrznych i Kościoły uzgodniły szczegółowe przepisy odnośnie nabożeństw w Wigilię i Boże Narodzenie w warunkach pandemii koronawirusa. Jak informuje publiczna telewizja ARD, ustalono, że kościoły mogą dalej działać.",ERROR
3145,Świat,8,Rozrywka przy kawie. Urzędnicy obstawiali dzienną liczbę zmarłych na COVID-19,https://www.tvp.info/51358605/urzednicy-kasy-ubezpieczenia-spolecznego-zakladali-sie-o-dobowa-liczbe-zgonow-na-covid-19-przejda-szkolenie-z-etyki-pracownika-panstwowego,16.12.2020,"Urzędnicy szwedzkiej Kasy Ubezpieczenia Społecznego w Gaevle na północy Szwecji zabawiali się, obstawiając dobową liczbę zgonów na Covid-19. Zwycięzca zakładów zgarniał całą pulę. Za karę urzędnicy będą musieli przejść wielomiesięczne szkolenie na temat etyki pracownika państwowego.",ERROR
3149,Świat,8,Koronawirus na mrożonej żywności. Zakażeni pracownicy chłodni,https://www.tvp.info/51352645/chiny-covid-19-koronawirus-na-mrozonej-zywnosci-zakazenia-wykryto-u-pracownikow-chlodni,16.12.2020,"W Chinach ponownie poinformowano o możliwości zakażenia koronawirusem przez kontakt z mrożoną żywnością skażoną patogenem. Chińskie media piszą o czterech przypadkach COVID-19 w portowym mieście Dalian, dokąd zawijają statki przewożące między innymi kontenery z mrożoną żywnością.",ERROR
3150,Świat,8,Zbadali nowy wariant koronawirusa. Wyniki zaskoczyły naukowców,https://www.tvp.info/51351869/koronawirus-naukowcy-zbadali-nowy-wariant-sars-cov-2-w-wielkiej-brytanii,16.12.2020,"Nowy wariant koronawirusa, który został identyfikowany w zeszłym tygodniu i jak się wydaje szybko rozprzestrzenia się w niektórych częściach Anglii, nie został przywieziony z zagranicy, lecz jest najprawdopodobniej rodzimego pochodzenia – uważają brytyjscy naukowcy. Ekspertów zaskoczyło jednak coś innego i przyznają: to powód do zaniepokojenia.",ERROR
3154,Świat,8,Niemcy: Pogarsza się sytuacja epidemiczna. Całkowity lockdown kraju do 10 stycznia,https://www.tvp.info/51350902/niemcy-maja-powazne-problemy-z-druga-fala-epidemii-koronawirusa,16.12.2020,"Z powodu pogarszającej się sytuacji epidemicznej od dziś do 10 stycznia obowiązuje w Niemczech całkowity lockdown. Zamknięte pozostaną między innymi szkoły, centra handlowe, salony kosmetyczne i zakłady fryzjerskie.",ERROR
3156,Świat,8,Raport: Szwecja nie uchroniła starszych ludzi przed zakażeniem śmiercią,https://www.tvp.info/51345546/koronakomisja-w-szwecji-strategia-nie-uchronila-starszych-ludzi-przed-smiercia,15.12.2020,"Powołana przez szwedzki rząd oraz opozycję komisja ds. zbadania strategii walki z koronawirusem orzekła we wtorek, że „Szwecja nie uchroniła osób starszych przed zakażeniem i śmiercią”. Wskazała na wiele zaniedbań w opiece społecznej. Minister ds. socjalnych nie zamierza jednak odejść.",ERROR
3162,Świat,9,Od czasu wojny nie było tylu zgonów w tym kraju. Wśród przyczyn koronawirus,https://www.tvp.info/51340550/koronawirus-wlochy-w-tym-roku-najwyzsza-liczba-zgonow-od-czasow-ii-wojny-swiatowej-powodem-covid-19,15.12.2020,"Łączna liczba zgonów we Włoszech przekroczy w tym roku 700 tys. i będzie najwyższa od 1944 roku, czyli od II wojny światowej. Takie dane przedstawił we wtorek krajowy Instytut Statystyczny Istat. Ten tragiczny rekord ma związek z epidemią koronawirusa.",ERROR
3167,Świat,9,Naukowcy potwierdzają. Jest nowy koronawirus,https://www.tvp.info/51335707/koronawirus-powstal-nowy-wariant-covid-19,15.12.2020,"Nowy wariant koronawirusa wykryto w Wielkiej Brytanii. Naukowcy uważają, że rozprzestrzenia się szybciej niż ten znany do tej pory – poinformował minister zdrowia Matt Hancock.",ERROR
3171,Świat,9,Koronawirus. Francja wychodzi z lockdownu,https://www.tvp.info/51334594/koronawirus-francja-wychodzi-z-lockdownu,15.12.2020,We Francji nastąpi we wtorek drugi etap wychodzenia z lockdownu. Po raz pierwszy od końca października możliwe będzie swobodne poruszanie się poza domem. W całym kraju będzie jednak obowiązywała godzina policyjna.,ERROR
3174,Świat,9,Pandemia niestraszna. Ćwierć miliona osób przyjechało na zaćmienie słońca,https://www.tvp.info/51332651/chile-cwierc-miliona-turystow-przyjechalo-ogladac-zacmienie-slonca,14.12.2020,"Mimo wezwań ze strony chilijskich władz do pozostania w domu prawie ćwierć miliona turystów przybyłych do regionu Araukanii na południu Chile obserwowało w poniedziałek zjawisko całkowitego zaćmienia słońca. Deszcz lał od rana, ale na krótko przed zaćmieniem chmury ustąpiły, na chwilę ukazało się słońce, po czym zapadł całkowity zmrok.",ERROR
3182,Świat,0,USA: Pierwsza osoba przyjęła szczepionkę przeciw COVID-19 [WIDEO],https://www.tvp.info/51326845/koronawirus-w-usa-pierwsza-osoba-przyjela-szczepionke-przeciw-covid-19,14.12.2020,"W USA ruszył w poniedziałek proces szczepień przeciw koronawirusowi. W stanie Nowy Jork, w którym epidemia na wiosnę miała szczególnie tragiczny przebieg, jako pierwsza dawkę szczepionki otrzymała pielęgniarka Sandra Lindsay ze szpitala na Long Island. W ciągu dnia do akcji dołączą kolejne szpitale, m.in. w Kansas oraz w Kentucky.",ERROR
3183,Świat,0,Belgia: Zakażenia w domu opieki po wizycie świętego mikołaja,https://www.tvp.info/51326144/belgia-koronawirus-covid-19-w-domu-opieki-po-wizycie-swietego-mikolaja,14.12.2020,"W belgijskim mieście Mol wszczęto dochodzenie po tym, jak wielu mieszkańców i pracowników domu opieki uzyskało pozytywny wynik testu na koronawirusa. Zakażenia odnotowano po wizycie mężczyzny przebranego za świętego mikołaja.",ERROR
3190,Świat,0,Kanada: Pierwsza partia szczepionek na COVID-19 dotarła do kraju,https://www.tvp.info/51320247/szczepionka-przeciwko-koronawirusowi-dotarla-do-kanady,14.12.2020,Premier Justin Trudeau opublikował na Twitterze zdjęcie szczepionek zabieranych z samolotu. Kanada zatwierdziła w ubiegłą środę szczepionkę wyprodukowaną przez amerykańskiego producenta leków Pfizer i niemiecką firmę BioNTech.,ERROR
3199,Świat,0,Koronawirus w Kanadzie: Program wsparcia dla osób źle reagujących na szczepionki,https://www.tvp.info/51310619/kanada-program-pomocy-dla-osob-zle-reagujacych-na-szczepionki-przeciw-koronawirusowi,13.12.2020,"Rząd Kanady zapowiedział program wsparcia dla osób, które po zaszczepieniu przeciwko koronawirusowi doświadczą istotnych niepożądanych skutków ubocznych. Szczepienia w Kanadzie rozpoczną się w przyszłym tygodniu.",ERROR
3200,Świat,1,W USA rusza dystrybucja szczepionki na COVID-19,https://www.tvp.info/51307063/usa-koronawirus-szczepionka-trafia-do-dystrybucji,13.12.2020,"Pierwsze partie szczepionki przeciw koronawirusowi, wyprodukowane przez firmę Pfizer, wyruszają w niedzielę z zakładów koncernu w Michigan. Do środy preparat ma dotrzeć do 636 miejsc w Stanach Zjednoczonych. Do końca roku pierwszą dawkę szczepionki otrzymać ma 20 mln Amerykanów.",ERROR
3213,Świat,1,Koronawirus w USA. FDA zatwierdziła szczepionkę Pfizera,https://www.tvp.info/51297718/koronawirus-w-usa-fda-zatwierdzila-szczepionke-pfizera,12.12.2020,Amerykańska Agencja ds. Żywności i Leków (FDA) zatwierdziła w piątek awaryjne użycie szczepionki firmy Pfizer. Pierwsi Amerykanie mają być zaszczepieni już w ciągu najbliższych dni.,ERROR
